BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202003,19,1523,202003,19,1526,145793,875716,ILLINOIS,17,2020,March,Tornado,C,65,HAMILTON,PAH,3/19/20 15:23,CST-6,3/19/20 15:26,0,0,0,0,125.00K,0.00K,NWS Storm Survey,,,,,EF1,2.32,300,,,,,1,WSW,DAHLGREN,1,NE,DAHLGREN,38.1959,-88.7033,38.2124,-88.6661,"Short lines of thunderstorms with embedded circulations moved across southern Illinois during the afternoon of the 19th. Widespread heavy rain caused isolated flash flooding. The storms occurred just south of a warm front under a very strong southwest low level flow, around 60 knots at 850 mb. An upper level disturbance over the Ozark Mountains contributed to the storms.",The tornado started in extreme eastern Jefferson County. The tornado moved across the northwest side of Dahlgren in Hamilton County. Several homes sustained roofing or soffit damage. One home had about a quarter of its roof removed and tossed about 50 yards. A few barns were damaged. Two travel trailers were overturned. Dozens of mature trees were snapped or uprooted. Peak winds were estimated near 110 mph.,CSV
202003,28,2013,202003,28,2024,146174,878324,ILLINOIS,17,2020,March,Tornado,C,141,OGLE,LOT,3/28/20 20:13,CST-6,3/28/20 20:24,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF1,7.03,400,,,,,1,NW,HONEY CREEK,1,WSW,STILLMAN VLY,42.0178,-89.2964,42.0954,-89.2079,Scattered thunderstorms moved across northern Illinois during the evening of March 28th.  These storms produced heavy rain and localized flooding as well as one tornado.,"A tornado touched down east of Oregon and tracked 7 miles across mainly rural portions of central Ogle County, dissipating just prior to reaching Stillman Valley.  The majority of the damage along the path was to trees and power lines, though there was some structural damage, primarily to outbuildings and barns.",CSV
202005,17,1415,202005,17,1416,147164,884749,ILLINOIS,17,2020,May,Tornado,C,93,KENDALL,LOT,5/17/20 14:15,CST-6,5/17/20 14:16,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,EFU,0.69,25,,,,,2,WNW,MILLBROOK,2,NW,MILLBROOK,41.61,-88.59,41.62,-88.59,Heavy rain fell across many areas of northeast Illinois on May 17th producing widespread flooding which continued into May 18th.  Two brief tornadoes also occurred during the afternoon of May 17th.  Scattered showers produced a few funnel clouds on May 18th.  Some of the highest 48 hour rainfall totals ending Monday morning May 18th included 8.61 inches in River Forest; 5.18 inches near Oak Forest; 4.75 inches near Burr Ridge; 4.70 inches three miles southwest of Midway Airport; 4.59 inches in Palos Heights; 4.14 inches in Burr Ridge; 3.99 inches in Joliet; 3.88 inches in Harwood Heights; 3.80 inches at the National Weather Service office in Romeoville; 3.73 inches in Algonquin; 3.60 inches near Manhattan; 3.59 inches in Minooka; 3.59 inches at Chicago O'Hare Airport (ORD) and 3.32 inches in Cary.,A brief tornado touched down in northwest Kendall County.  No damage was reported.,CSV
202005,17,1626,202005,17,1627,147164,884750,ILLINOIS,17,2020,May,Tornado,C,63,GRUNDY,LOT,5/17/20 16:26,CST-6,5/17/20 16:27,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,EFU,0.52,25,,,,,1,S,PEQUOT,1,SE,PEQUOT,41.26,-88.28,41.26,-88.27,Heavy rain fell across many areas of northeast Illinois on May 17th producing widespread flooding which continued into May 18th.  Two brief tornadoes also occurred during the afternoon of May 17th.  Scattered showers produced a few funnel clouds on May 18th.  Some of the highest 48 hour rainfall totals ending Monday morning May 18th included 8.61 inches in River Forest; 5.18 inches near Oak Forest; 4.75 inches near Burr Ridge; 4.70 inches three miles southwest of Midway Airport; 4.59 inches in Palos Heights; 4.14 inches in Burr Ridge; 3.99 inches in Joliet; 3.88 inches in Harwood Heights; 3.80 inches at the National Weather Service office in Romeoville; 3.73 inches in Algonquin; 3.60 inches near Manhattan; 3.59 inches in Minooka; 3.59 inches at Chicago O'Hare Airport (ORD) and 3.32 inches in Cary.,A brief tornado touched down in eastern Grundy County.  No damage was reported.,CSV
202005,19,1707,202005,19,1715,148023,891312,ILLINOIS,17,2020,May,Tornado,C,147,PIATT,ILX,5/19/20 17:07,CST-6,5/19/20 17:15,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,EFU,0.88,25,,,,,2,NNE,LINTNER,2,N,LINTNER,39.8278,-88.6535,39.8229,-88.6689,A trough of low pressure triggered scattered showers across portions of central Illinois during the afternoon and evening of May 19th.  A weak landspout tornado touched down beneath one of the developing showers in southern Piatt County near Hammond.  No damage was reported.,A landspout tornado touched down beneath a developing shower 3.8 miles northeast of La Place at 6:07 PM CDT.  The tornado tracked very slowly northeastward through an open field for about 1 mile before dissipating at 6:15 PM CDT.  No damage was reported.,CSV
202005,23,1530,202005,23,1532,147166,888921,ILLINOIS,17,2020,May,Tornado,C,141,OGLE,LOT,5/23/20 15:30,CST-6,5/23/20 15:32,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,EF1,0.3,100,,,,,1,SW,CHANA,1,SW,CHANA,41.9673,-89.2434,41.9699,-89.2386,"Scattered severe thunderstorms moved across northern Illinois during the afternoon of May 23rd producing wind damage, localized flooding and three tornadoes.  Several funnel clouds were also reported.",A tornado touched down near the intersection of S Rocky Hollow and E Canfield Roads.  Peak winds were estimated between 90 mph and 100 mph based on damage to outbuildings and two farmsteads that were significantly damaged.  There were also several trees and utility poles blown down.,CSV
202005,23,1713,202005,23,1716,147166,892434,ILLINOIS,17,2020,May,Tornado,C,89,KANE,LOT,5/23/20 17:13,CST-6,5/23/20 17:16,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,EF0,1,50,,,,,4,NW,HAMPSHIRE,4,NNW,HAMPSHIRE,42.1475,-88.5886,42.1513,-88.5698,"Scattered severe thunderstorms moved across northern Illinois during the afternoon of May 23rd producing wind damage, localized flooding and three tornadoes.  Several funnel clouds were also reported.",A tornado touched down in De Kalb County and moved across fields in Kane County and dissipated before reaching Interstate 90.,CSV
202005,23,1402,202005,23,1407,147166,892441,ILLINOIS,17,2020,May,Tornado,C,197,WILL,LOT,5/23/20 14:02,CST-6,5/23/20 14:07,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,2.26,100,,,,,3,W,BIRDS,1,NW,BIRDS,41.4709,-88.2525,41.48,-88.2105,"Scattered severe thunderstorms moved across northern Illinois during the afternoon of May 23rd producing wind damage, localized flooding and three tornadoes.  Several funnel clouds were also reported.","A tornado touched down in northeast Grundy County, moved into southeast Kendall County and then into far western Will County.  Numerous large tree limbs were blown down.",CSV
202005,23,1353,202005,23,1357,147166,892438,ILLINOIS,17,2020,May,Tornado,C,63,GRUNDY,LOT,5/23/20 13:53,CST-6,5/23/20 13:57,1,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,1.97,100,LOT,IL,93,KENDALL,2,N,SANK RIDGE,1,NW,MINOOKA,41.4535,-88.3269,41.4618,-88.2906,"Scattered severe thunderstorms moved across northern Illinois during the afternoon of May 23rd producing wind damage, localized flooding and three tornadoes.  Several funnel clouds were also reported.","A tornado touched down near Interstate 80, about a mile west of the Minooka exit.  The tornado blew over a car on Interstate 80, which resulted in one injury.  The tornado then moved into southeast Kendall County.",CSV
202005,23,1357,202005,23,1402,147166,892439,ILLINOIS,17,2020,May,Tornado,C,93,KENDALL,LOT,5/23/20 13:57,CST-6,5/23/20 14:02,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EF0,2.07,100,LOT,IL,197,WILL,5,E,WHITE WILLOW,7,E,WHITE WILLOW,41.4618,-88.2906,41.4709,-88.2525,"Scattered severe thunderstorms moved across northern Illinois during the afternoon of May 23rd producing wind damage, localized flooding and three tornadoes.  Several funnel clouds were also reported.",A tornado touched down in northeast Grundy County and moved into southeast Kendall County.  Two wooden utility poles were blown down along with a half dozen large trees and numerous large tree limbs.  The tornado continued into western Will County.,CSV
202005,23,1706,202005,23,1713,147166,888922,ILLINOIS,17,2020,May,Tornado,C,37,DE KALB,LOT,5/23/20 17:06,CST-6,5/23/20 17:13,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,EF0,2.2,50,LOT,IL,89,KANE,3,NNW,NEW LEBANON,3,N,NEW LEBANON,42.1393,-88.63,42.1475,-88.5886,"Scattered severe thunderstorms moved across northern Illinois during the afternoon of May 23rd producing wind damage, localized flooding and three tornadoes.  Several funnel clouds were also reported.",A tornado touched down near the intersection of Roosevelt and Melms Road where a barn was damaged and debris from the barn was blown downstream into a field.  The tornado continued across fields until it crossed into Kane County where power lines were blown down.,CSV
202005,28,1510,202005,28,1515,148028,891348,ILLINOIS,17,2020,May,Tornado,C,143,PEORIA,ILX,5/28/20 15:10,CST-6,5/28/20 15:15,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,EFU,1.69,25,,,,,0,SW,EDELSTEIN,1,NNE,EDELSTEIN,40.9275,-89.6348,40.9474,-89.616,"A slow-moving cold front crossing the Mississippi River triggered scattered thunderstorms during the late afternoon and evening of May 28th.  The storms produced 3 landspout tornadoes...one in Peoria County and two in Moultrie County.  In addition, other thunderstorm cells dropped 3 to 4 inches of rain in about an hour, causing significant flash flooding across western Marshall County.",A landspout tornado touched down in an open field 5 miles north-northeast of Dunlap at 4:10 PM CDT.  The tornado tracked northeastward and dissipated 1.1 miles east-northeast of Edelstein at 4:15 PM CDT.  No damage was observed.,CSV
202005,28,1825,202005,28,1826,148028,891349,ILLINOIS,17,2020,May,Tornado,C,139,MOULTRIE,ILX,5/28/20 18:25,CST-6,5/28/20 18:26,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,EFU,0.36,20,,,,,2,NNE,BETHANY,2,NNE,BETHANY,39.6828,-88.7211,39.6833,-88.7143,"A slow-moving cold front crossing the Mississippi River triggered scattered thunderstorms during the late afternoon and evening of May 28th.  The storms produced 3 landspout tornadoes...one in Peoria County and two in Moultrie County.  In addition, other thunderstorm cells dropped 3 to 4 inches of rain in about an hour, causing significant flash flooding across western Marshall County.",A landspout tornado briefly touched down in an open field 2.7 miles north-northeast of Bethany at 7:25 PM CDT.  The tornado tracked eastward and quickly dissipated one minute later.  No damage was observed.,CSV
202005,28,1834,202005,28,1835,148028,891350,ILLINOIS,17,2020,May,Tornado,C,139,MOULTRIE,ILX,5/28/20 18:34,CST-6,5/28/20 18:35,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,EFU,0.31,20,,,,,1,E,ULLRICH,1,E,ULLRICH,39.7314,-88.6628,39.7322,-88.6571,"A slow-moving cold front crossing the Mississippi River triggered scattered thunderstorms during the late afternoon and evening of May 28th.  The storms produced 3 landspout tornadoes...one in Peoria County and two in Moultrie County.  In addition, other thunderstorm cells dropped 3 to 4 inches of rain in about an hour, causing significant flash flooding across western Marshall County.",A landspout tornado briefly touched down near the Okaw River Bridge on Route 32 about 2 miles northwest of Lovington at 7:34 PM CDT.  The tornado tracked eastward and quickly dissipated one minute later.  No damage was observed.,CSV
202004,28,1756,202004,28,1801,147197,884843,ILLINOIS,17,2020,April,Tornado,C,167,SANGAMON,ILX,4/28/20 17:56,CST-6,4/28/20 18:01,0,0,0,0,100.00K,0.00K,Emergency Manager,,,,,EF0,2.1,100,,,,,1,WNW,DAWSON,1,ENE,DAWSON,39.8569,-89.4962,39.8527,-89.457,"An approaching cold front triggered a line of strong thunderstorms across west-central Illinois during the late afternoon and early evening of April 28th.  A few of the cells produced hail as large as quarters and localized flash flooding.  Due to outflow and cell mergers, a brief tornado developed northwest of Dawson in eastern Sangamon County.  Minor house damage occurred in Dawson as the tornado quickly tracked through the south side of town.","A tornado touched down 1.8 miles west-northwest of Dawson at 6:56 PM CDT.  The tornado tracked east-southeast across the south side of Dawson...damaging shingles, siding, and guttering on 12 homes before dissipating 0.3 miles east-southeast of Dawson at 7:01 PM CDT.",CSV
202001,11,202,202001,11,203,144300,866155,ILLINOIS,17,2020,January,Tornado,C,181,UNION,PAH,1/11/20 02:02,CST-6,1/11/20 02:03,0,0,0,0,80.00K,0.00K,NWS Storm Survey,,,,,EF1,0.86,50,,,,,0,SSW,WARE,1,E,WARE,37.446,-89.4021,37.45,-89.3872,"An unseasonably strong storm system impacted the region January 10-11. Heavy rainfall, flooding, isolated damaging winds, a brief tornado, and gusty non-thunderstorm winds impacted southern Illinois during this time. The bulk of the event occurred overnight and into the morning hours on the 11th. Rainfall totals ranged from 2 to 5 inches, which resulted in widespread areal flooding and isolated flash flooding across the region. Smaller rivers such as the Little Wabash and the Skillet Fork went into moderate to major flooding. Strong to severe convection over the Ozark Mountains moved east into an environment of very strong wind shear over southeast Missouri, with 850 mb winds near 60 knots. Tremendous wind shear (winds of 50 knots down to 1500 feet above ground level) and strong forcing associated with a potent 500 mb shortwave compensated for weak instability. The convection weakened after it crossed the Mississippi River during the early morning hours. Some of the strong winds aloft reached the surface as gradient gusts from 40 to 49 mph, mainly along and south of a Carbondale to Harrisburg line. A weak surface low formed along a cold front over southwest Arkansas, then deepened as it tracked northeast across the Missouri Bootheel and into the lower Ohio Valley on the morning of the 11th.","The tornado snapped large tree branches in the town of Ware. Metal roofing was removed from a farm outbuilding. A large open storage building was overturned and destroyed. Shingles were removed from the roof of a hunting club. Another home had its roof lifted slightly by the tornado, causing water damage. The roof of a metal storage building was lofted and overturned. Hundreds of decoy ducks were tossed and broken near the hunting club. Numerous trees were snapped or uprooted along the path of the tornado. Peak winds were estimated near 100 mph.",CSV
202005,23,1254,202005,23,1259,148024,891319,ILLINOIS,17,2020,May,Tornado,C,203,WOODFORD,ILX,5/23/20 12:54,CST-6,5/23/20 12:59,0,0,0,0,20.00K,0.00K,NWS Employee,,,,,EF0,3.46,75,,,,,1,WSW,PANOLA,3,NE,PANOLA,40.7742,-89.0324,40.8113,-88.9879,Scattered thunderstorms developed near a warm front draped along the I-74 corridor during the early afternoon of May 23rd.  One of the cells spawned a brief EF-0 tornado in eastern Woodford County near Panola.  Other storms produced minor wind damage and hail as large as quarters across portions of Woodford and Tazewell counties.,"A tornado touched down 1.1 miles southwest of Panola at 1:54 PM CDT.  The tornado tracked northeastward through the small community of Panola damaging the roof of an outbuilding, cracking a window in a house, and knocking down several tree branches before dissipating 2.3 miles northeast of Panola at 1:59 PM CDT.",CSV
202005,17,1506,202005,17,1514,148009,891187,ILLINOIS,17,2020,May,Tornado,C,115,MACON,ILX,5/17/20 15:06,CST-6,5/17/20 15:14,0,0,0,0,10.00K,0.00K,Trained Spotter,,,,,EF0,4.04,75,,,,,2,NNE,MACON,1,ENE,ELWIN,39.7295,-88.9909,39.7834,-88.9616,"An advancing cold front triggered a line of thunderstorms during the afternoon of May 17th.  One of the cells embedded within the line spawned a brief tornado near Elwin in Macon County: however, no damage occurred.  Other storm cells produced wind gusts of around 60 mph that caused minor damage east of Robinson in Crawford County.",A tornado touched down in an open field 1.2 miles north-northeast of Macon at 4:06 PM CDT.  It tracked northeastward and dissipated about 1.1 miles east-northeast of Elwin at 4:14 PM CDT.  Minor damage to trees was reported.,CSV
202005,23,1518,202005,23,1520,148284,892888,ILLINOIS,17,2020,May,Tornado,C,85,JO DAVIESS,DVN,5/23/20 15:18,CST-6,5/23/20 15:20,0,0,0,0,0.00K,0.00K,NWS Storm Survey,,,,,EFU,0.53,20,,,,,0,SE,WARREN,1,NE,WARREN,42.4988,-89.9785,42.5047,-89.9718,"Severe thunderstorms tracked across much of eastern Iowa and northwest Illinois in the early afternoon hours of May 23rd, 2020. Storms quickly intensified in an extremely favorable environment, which was the result of a warm front lifting north across the Midwest. Seven tornadoes were confirmed from this event in Iowa and Illinois.","A trained spotter observed a brief tornado in an open field near Warren. The tornado is designated as an EF-U (unknown), as no damage was observed to assign an EF-scale rating.",CSV
202005,27,1834,202005,27,1835,147532,887462,ILLINOIS,17,2020,May,Tornado,C,27,CLINTON,LSX,5/27/20 18:34,CST-6,5/27/20 18:35,0,0,0,0,0.00K,0.00K,Public,,,,,EFU,0.07,10,,,,,2,WSW,POSEY,2,WSW,POSEY,38.519,-89.3876,38.5194,-89.3865,"A cutoff upper low remained over region with weak impulses rotating around it, helping to generate showers and a few severe thunderstorms through the early evening hours.",A short-lived tornado was observed by several individuals from a distance. There were no reports of damage observed. The time and location was estimated from the reports and radar.,CSV
202005,28,1650,202005,28,1655,147534,887466,ILLINOIS,17,2020,May,Tornado,C,135,MONTGOMERY,LSX,5/28/20 16:50,CST-6,5/28/20 16:55,0,0,0,0,0.00K,0.00K,Public,,,,,EFU,2.88,100,,,,,3,NNE,BARNETT,2,S,WAGGONER,39.3127,-89.6706,39.3512,-89.6499,"As a cold front moved through the region, widespread showers and storms developed. Some of the storms produced damaging winds, large hail, flash flooding and even one isolated tornado.","Based on multiple images and videos provided by several parties, a landspout tornado formed at approximately 2250 UTC and tracked along the I-55 corridor. The starting and ending points are estimated and based on information received.",CSV
